Κατηγορία,Σχολείο,Κωδικός,Διεύθυνση,Περιφερειακή Διεύθυνση
Επαγγελματικά Λύκεια,10ο ΗΜΕΡΗΣΙΟ ΕΠΑ.Λ. ΑΘΗΝΩΝ,540752,"ΤΙΜΟΘΕΟΥ 18 ΚΑΙ ΔΑΜΑΡΕΩΣ - ΠΑΓΚΡΑΤΙ, ΤΚ 11633",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΘΗΝΩΝ,540670,"ΑΧΙΛΛΕΩΣ 37-41, ΤΚ 10436",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΓΑΛΑΤΣΙΟΥ,540710,"ΤΑΫΓΕΤΟΥ ΚΑΙ ΠΑΣΣΩΒ 8, ΤΚ 11141",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΔΑΦΝΗΣ,540241,"ΓΡΑΜΜΟΥ 1, ΤΚ 17234",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΖΩΓΡΑΦΟΥ,540010,"ΗΡ. ΠΟΛΥΤΕΧΝΕΙΟΥ 9, ΤΚ 15773",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΗΛΙΟΥΠΟΛΗΣ,540351,"Λ. ΒΟΥΛΙΑΓΜΕΝΗΣ 523, ΤΚ 16341",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΚΑΙΣΑΡΙΑΝΗΣ,540751,"ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ 2, ΤΚ 16121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,540730,"ΛΑΧΑΝΑ 7, ΤΚ 14342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΥΜΗΤΤΟΣ - ΠΑΠΑΣΤΡΑΤΕΙΟΣ,540750,"ΠΑΠΑΣΤΡΑΤΟΥ 35, ΤΚ 17237",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΘΗΝΩΝ,540671,"ΣΙΝΑ 70, ΤΚ 10672",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΓΑΛΑΤΣΙΟΥ,540711,"ΤΑΥΓΕΤΟΥ 60 & ΠΑΣΣΩΒ 8, ΤΚ 11141",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,540731,"ΘΕΣΣΑΛΟΝΙΚΗΣ 40 & ΛΑΧΑΝΑ, ΤΚ 14342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,3ο ΕΣΠΕΡΙΝΟ ΕΠΑ.Λ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,540732,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΙ ΛΑΧΑΝΑ 7, ΤΚ 14342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΘΗΝΩΝ,540690,"ΔΡΑΚΟΝΤΟΣ 4, ΤΚ 10442",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΘΗΝΩΝ,540190,"ΡΩΣ 1, ΤΚ 11144",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,5ο ΕΣΠΕΡΙΝΟ ΕΠΑΛ ΑΘΗΝΩΝ,540191,"ΚΩΛΕΤΤΗ 34, ΤΚ 10682",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,6ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΘΗΝΩΝ,540200,"ΝΕΣΤΟΥ 4, ΤΚ 11527",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,7ο ΕΣΠΕΡΙΝΟ ΕΠΑΛ ΑΘΗΝΩΝ,540204,"ΝΕΣΤΟΥ 4, ΤΚ 11527",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,9ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΘΗΝΩΝ,540695,"ΔΡΑΚΟΝΤΟΣ 4, ΤΚ 10442",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,KATIPUNAN PHILIPPINES CULTURAL ACADEMY (KAPHILCA) - ΓΥΜΝΑΣΙΟ,560044,,ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,KATIPUNAN PHILIPPINES CULTURAL ACADEMY (KAPHILCA) - ΛΥΚΕΙΟ,561033,,ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,Εκπαιδευτήρια «ΣΥΓΧΡΟΝΗ ΠΑΙΔΕΙΑ» ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ Αφοι Βαθειά - Κυραϊλίδης Χ. Ο.Ε.,560024,"Π. Μελά 29, ΤΚ 16233",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΕΚΠΑΙΔΕΥΤΗΡΙΑ Η ΘΕΟΜΗΤΩΡ ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ,580150,"ΕΛ.ΒΕΝΙΖΕΛΟΥ 128, ΤΚ 16345",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ Η ΘΕΟΜΗΤΩΡ,561011,"Ελ.Βενιζέλου 128, ΤΚ 16345",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ΑΝΩ ΠΑΤΗΣΙΑ - ΛΕΟΝΤΕΙΟ ΛΥΚΕΙΟ ΠΑΤΗΣΙΩΝ,591905,"ΝΕΙΓΥ 17, ΤΚ 11143",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ΑΡΜΕΝΙΚΟΣ ΚΥΑΝΟΥΣ ΣΤΑΥΡΟΣ,581720,"ΣΑΡΚΟΥΔΙΝΟΥ 120, ΤΚ 11745",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΕΛ ΣΥΓΧΡΟΝΗ ΠΑΙΔΕΙΑ,580715,"Π. ΜΕΛΑ 29, ΤΚ 16233",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΚΑΝΑΔΙΚΟ ΛΥΚΕΙΟ ΤΗΣ ΕΛΛΑΔΑΣ (ΓΥΜΝΑΣΙΟ),560045,,ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΚΑΝΑΔΙΚΟ ΛΥΚΕΙΟ ΤΗΣ ΕΛΛΑΔΑΣ (ΛΥΚΕΙΟ),56034,,ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΛΕΟΝΤΕΙΟ ΛΥΚΕΙΟ ΠΑΤΗΣΙΩΝ ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΛΥΚΕΙΟ,590905,"ΝΕΙΓΥ 17, ΤΚ 11143",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,12ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551150,"ΚΕΙΡΙΑΔΩΝ -ΣΦΗΤΤΙΩΝ 1, ΤΚ 11854",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,13ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551160,"ΑΛΦΕΙΩΝΙΑΣ 10-12 και ΒΟΥΤΣΙΝΑ, ΤΚ 11632",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,14ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551170,"ΣΙΚΕΛΙΑΣ 7-9, ΤΚ 11741",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,15ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551180,"ΚΥΨΕΛΗΣ 46 & ΠΑΞΩΝ, ΤΚ 11362",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,16ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551190,"ΠΑΝΟΡΜΟΥ ΚΑΙ ΛΑΡΙΣΗΣ 47, ΤΚ 11524",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,17ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551200,"ΚΥΝΙΣΚΑΣ 29, ΤΚ 11636",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,18ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551210,"Λ. ΙΩΝΙΑΣ ΚΑΙ ΔΑΙΡΠΦΕΛΔ 11, ΤΚ 11144",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,19ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ - ΑΘΗΝΑ ΠΑΛΛΑΔΑ,551220,"ΘΗΡΑΣ 45-47 & ΙΕΡΟΣΟΛΥΜΩΝ, ΤΚ 11252",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΖΩΓΡΑΦΟΥ,551540,"ΚΡΙΝΩΝ 26, ΤΚ 15772",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΕΣΠΕΡΙΝΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551420,"ΝΙΚΟΠΟΛΕΩΣ 33, ΤΚ 11253",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΒΥΡΩΝΑ,551490,"Γ.ΓΕΝΝΗΜΑΤΑ 34 (εναντι), ΤΚ 16231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΓΑΛΑΤΣΙΟΥ,551402,"ΠΑΣΣΩΒ 8, ΤΚ 11141",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΗΛΙΟΥΠΟΛΗΣ - ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,551610,"ΓΡ. ΑΥΞΕΝΤΙΟΥ 2, ΤΚ 16343",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΑΙΣΑΡΙΑΝΗΣ - ΜΑΡΙΟΣ ΧΑΚΚΑΣ,551630,"ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ 13Β, ΤΚ 16121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,551680,"Ν.ΤΡΥΠΙΑ 47, ΤΚ 14341",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΥΜΗΤΤΟΥ,551162,"ΗΛΙΟΥΠΟΛΕΩΣ ΚΑΙ ΠΡΟΥΣΣΗΣ 1, ΤΚ 17236",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΠΕΙΡΑΜΑΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ - ΓΕΝΝΑΔΕΙΟ,551040,"ΗΠΙΤΟΥ 15, ΤΚ 10557",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,20ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551111,"ΖΥΜΠΡΑΚΑΚΗ 46 -48, ΤΚ 10445",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,21ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551181,"ΤΑΥΓΕΤΟΥ 60, ΤΚ 11255",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,22ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551211,"ΟΛΟΦΥΤΟΥ 55 ΚΑΙ ΛΑΡΝΕΩΣ 2, ΤΚ 11142",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,24ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551132,"Γ. ΣΟΥΚΑ 3, ΤΚ 11522",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,26ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ - ΜΑΡΑΣΛΕΙΟ,551260,"ΜΑΡΑΣΛΗ 8 και ΣΟΥΗΔΙΑΣ, ΤΚ 10676",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,27ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551310,"ΠΥΛΟΥ ΚΑΙ ΜΟΝΑΣΤΗΡΙΟΥ 43-45, ΤΚ 10441",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΕΣΠΕΡΙΝΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551430,"ΠΑΝΑΓΗ ΚΥΡΙΑΚΟΥ 12, ΤΚ 11521",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ ΘΕΟΔΩΡΟΣ ΑΓΓΕΛΟΠΟΥΛΟΣ,551198,"Χέυδεν 35 & Αχαρνών 80, ΤΚ 10434",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΓΑΛΑΤΣΙΟΥ,551404,"ΠΑΣΣΩΒ 8, ΤΚ 11141",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΑΦΝΗΣ,551520,"ΓΡΑΜΜΟΥ 1, ΤΚ 17234",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,551620,"ΜΑΡΙΝΟΥ ΑΝΤΥΠΑ ΚΑΙ ΤΖΟΥΜΑΓΙΑΣ, ΤΚ 16346",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΑΙΣΑΡΙΑΝΗΣ,551637,"ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ 13β, ΤΚ 16121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,551690,"ΤΡΩΑΔΟΣ 39, ΤΚ 14342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΠΕΙΡΑΜΑΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ,551010,"ΠΑΝ. ΚΥΡΙΑΚΟΥ 12, ΤΚ 11521",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,38ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ,551380,"ΕΥΕΛΠΙΔΩΝ 40, ΤΚ 11362",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,39ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551390,"ΒΕΛΒΕΝΔΟΥ 47, ΤΚ 11364",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΕΣΠΕΡΙΝΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551108,"ΖΕΥΞΙΔΟΣ 1 ΚΑΙ ΠΥΘΕΟΥ, ΤΚ 11743",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΒΥΡΩΝΑ,551501,"ΤΑΤΑΟΥΛΩΝ 2, ΤΚ 16232",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΓΑΛΑΤΣΙΟΥ,551405,"ΑΓ. ΕΙΡΗΝΗΣ 5, ΤΚ 11146",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΔΑΦΝΗΣ,551525,"ΣΟΦΟΚΛΗ ΒΕΝΙΖΕΛΟΥ 79, ΤΚ 17341",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΖΩΓΡΑΦΟΥ,551550,"ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 3, ΤΚ 15773",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,551621,"ΟΛΥΜΠΙΟΝΙΚΩΝ 2 ΚΑΙ ΛΑΣΚΑΡΑΤΟΥ, ΤΚ 16342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ - ΜΙΛΤΟΣ ΚΟΥΝΤΟΥΡΑΣ,551011,"ΛΕΩΦ. ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΙ ΛΑΧΑΝΑ 7, ΤΚ 14342",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΥΜΗΤΤΟΥ,551164,"ΙΟΝΙΩΝ ΝΗΣΩΝ 35, ΤΚ 17237",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,40ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551400,"ΤΑΫΓΕΤΟΥ 60, ΤΚ 11255",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,41ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551321,"ΛΕΛΑΣ ΚΑΡΑΓΙΑΝΝΗ 16-18, ΤΚ 11252",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,42ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ,551331,"ΜΑΙΖΩΝΟΣ 21-29 & ΣΩΝΙΕΡΟΥ 3-5, ΤΚ 10438",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,43ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΑ,551361,"ΑΣΠΡΟΓΕΡΑΚΑ 2, ΤΚ 11744",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,46ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551230,"ΧΑΡΙΛΑΟΥ ΤΡΙΚΟΥΠΗ 174, ΤΚ 11472",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,49ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ - ΤΕΣΣΑΡΑΚΟΣΤΟ ΕΝΑΤΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551697,"ΑΧΑΡΝΩΝ 413-415, ΤΚ 11143",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,551070,"Μαιζώνος 21-29 και Σωνιέρου 3-5, ΤΚ 10438",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΓΑΛΑΤΣΙΟΥ - ΚΩΝ. ΚΑΡΑΘΕΟΔΩΡΗ,551408,"Βεΐκου και Αγ.Ειρήνης 9, ΤΚ 11146",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΖΩΓΡΑΦΟΥ,551551,"ΒΑΚΤΡΙΑΝΗΣ 99, ΤΚ 15772",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,551628,"ΒΑΚΧΟΥ 13, ΤΚ 16345",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ
