Κατηγορία,Σχολείο,Κωδικός,Διεύθυνση,Περιφερειακή Διεύθυνση
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΛΑΝΔΡΙΟΥ - ΚΑΛΛΙΣΠΕΡΕΙΟ,551570,"ΔΙΟΝΥΣΟΥ 20, ΤΚ 15234",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΟΛΑΡΓΟΥ,551760,"ΚΑΡΑΪΣΚΑΚΗ - ΜΕΛΑ 16, ΤΚ 15562",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,551821,"ΥΑΚΙΝΘΟΥ 25, ΤΚ 15343",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,551470,"Μ. ΑΛΕΞΑΝΔΡΟΥ 125, ΤΚ 15125",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΒΡΙΛΗΣΣΙΩΝ,551485,"ΤΑΥΓΕΤΟΥ ΚΑΙ ΔΙΡΦΗΣ, ΤΚ 15235",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΗΡΑΚΛΕΙΟΥ ΑΤΤΙΚΗΣ,551701,"Ακτίου 1, ΤΚ 14122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΗΦΙΣΙΑΣ - ΛΥΡΕΙΟ ΔΙΔΑΚΤΗΡΙΟ,551711,"ΟΘΩΝΟΣ ΚΑΙ ΠΥΘΑΓΟΡΑ 2, ΤΚ 14561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΜΕΤΑΜΟΡΦΩΣΗΣ ΑΤΤΙΚΗΣ,544004,"ΑΓΙΟΥ ΝΕΚΤΑΡΙΟΥ 71-75, ΤΚ 14451",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ,551740,"ΑΝΔΡΕΑ ΚΑΛΒΟΥ 103, ΤΚ 14231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΥΚΗΣ,551726,"ΕΛΕΥΘ. ΒΕΝΙΖΕΛΟΥ 24 ΚΑΙ ΚΟΡΙΝΘΟΥ, ΤΚ 15121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,551580,"Λ.ΠΕΝΤΕΛΗΣ ΚΑΙ ΑΧΑΪΑΣ 2, ΤΚ 15234",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΟΛΑΡΓΟΥ,551767,"ΑΡΙΣΤΟΤΕΛΟΥΣ 47, ΤΚ 15562",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,551826,"ΧΡΥΣ. ΣΜΥΡΝΗΣ ΚΑΙ ΠΛΑΤΑΙΩΝ, ΤΚ 15343",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,551013,"ΚΥΡΙΛΟΥ ΚΑΙ ΠΕΛΙΚΑ, ΤΚ 15122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΗΡΑΚΛΕΙΟΥ ΑΤΤΙΚΗΣ,551706,"Λ. ΗΡΑΚΛΕΙΟΥ 333, ΤΚ 14122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΗΦΙΣΙΑΣ,551713,"ΠΕΛΟΠΟΝΝΗΣΟΥ 3, ΤΚ 14564",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ,551757,"ΔΕΜΙΡΔΕΣΙΟΥ 121, ΤΚ 14233",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,551587,"ΜΙΚΡΑΣ ΑΣΙΑΣ 89, ΤΚ 15233",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,551827,"ΖΑΧΑΡΙΑ ΠΑΠΑΝΤΩΝΙΟΥ 13, ΤΚ 15341",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ (ΖΕΚΑΚΕΙΟ),551472,"ΖΕΚΑΚΟΥ 3, ΤΚ 15125",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΗΡΑΚΛΕΙΟΥ ΑΤΤΙΚΗΣ,551707,"ΚΗΦΙΣΙΑΣ 32, ΤΚ 14121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ,551755,"ΜΕΣΣΗΝΙΑΣ 27, ΤΚ 14235",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,551588,"Εθνικής Αντιστάσεως 45 & Λευκάδος, ΤΚ 15231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,5ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,551473,"ΟΛΥΜΠΙΑΣ 40, ΤΚ 15124",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,5ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ - ΑΝΑΤΟΛΙΑ,551756,"ΦΙΛΕΛΛΗΝΩΝ ΚΑΙ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ 6, ΤΚ 14234",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,5ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,590820,"ΑΡΙΣΤΟΦΑΝΟΥΣ ΚΑΙ ΣΑΛΑΜΙΝΟΣ, ΤΚ 15232",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,6ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,551475,"ΕΥΚΑΛΥΠΤΩΝ 39, ΤΚ 15126",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,6ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ,590790,"ΚΑΛΛΙΠΟΛΕΩΣ ΚΑΙ ΣΑΛΑΜΙΝΟΣ, ΤΚ 14232",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,8ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,551476,"ΚΡΙΕΖΗ 55, ΤΚ 15125",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,9ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,551477,"ΝΙΚΗΣ 46, ΤΚ 15123",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΑΝΑΞΑΓΟΡΕΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ,551715,"ΚΑΖΑΝΤΖΑΚΗ 29, ΤΚ 14671",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΠΕΝΤΕΛΗΣ,551486,"ΜΕΣΟΛΟΓΓΙΟΥ ΚΑΙ ΠΑΝΑΓΟΥΛΗ, ΤΚ 15239",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΕΙΔΙΚΟ ΛΥΚΕΙΟ ΚΩΦΩΝ ΚΑΙ ΒΑΡΗΚΟΩΝ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,551718,"ΠΙΝΔΟΥ 27, ΤΚ 15343",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΕΣΠΕΡΙΝΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ,551750,"ΠΑΠΑΦΛΕΣΣΑ ΚΑΙ ΑΒΕΡΩΦ 2, ΤΚ 14232",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΛΥΚΟΒΡΥΣΗΣ ΑΤΤΙΚΗΣ - ΓΕΛ ΛΥΚΟΒΡΥΣΗΣ,551717,"ΟΔΟΣ ΚΟΤΤΟΥ 6, ΤΚ 14123",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΜΕΛΙΣΣΙΩΝ,551466,"ΠΟΝΤΟΥ 5, ΤΚ 15127",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΝΤΕΛΗΣ,551487,"Σ. ΤΣΑΚΩΝΑ 3, ΤΚ 15236",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΦΙΛΟΘΕΗΣ,551770,"ΠΑΠΑΦΛΕΣΣΑ 15 & ΛΟΥΚΗ ΑΚΡΙΤΑ, ΤΚ 15237",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΨΥΧΙΚΟΥ - ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΨΥΧΙΚΟΥ,551772,"ΡΟΪΔΗ ΚΑΙ ΘΕΟΤΟΚΗ 1, ΤΚ 15452",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΠΡΟΤΥΠΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΝΑΒΡΥΤΩΝ,551003,"ΚΗΦΙΣΙΑΣ 184, ΤΚ 14562",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Λύκεια,ΠΡΟΤΥΠΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΒΑΡΒΑΚΕΙΟΥ ΣΧΟΛΗΣ,551002,"ΜΟΥΣΩΝ 20, ΤΚ 15452",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Σχολικό Εργαστηριακό Κέντρο,1ο ΕΚ ΑΓ. ΠΑΡΑΣΚΕΥΗΣ,SEK030,"ΠΑΠΑΦΛΕΣΣΑ, 17, ΤΚ 15341",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Σχολικό Εργαστηριακό Κέντρο,2ο ΕΚ ΔΔΕ ΒΑΘΗΝΑΣ- ΧΑΛΑΝΔΡΙΟΥ,SEK085,"ΡΙΖΑΡΕΙΟΥ 22, ΤΚ 15233",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Σχολικό Εργαστηριακό Κέντρο,3ο ΕΚ ΑΜΑΡΟΥΣΙΟΥ,SEK086,"ΚΤΗΜΑ ΜΑΚΡΥΚΩΣΤΑ 7, ΤΚ 15123",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Σχολικό Εργαστηριακό Κέντρο,4ο ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ Β ΑΘΗΝΑΣ (ΝΕΑΣ ΙΩΝΙΑΣ),SEK088,"ΑΛ. ΠΑΝΑΓΟΥΛΗ 6, ΤΚ 14231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Β΄ ΑΘΗΝΑΣ
Γυμνάσια,10ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501659,"ΖΑΓΟΡΙΟΥ 64, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,10ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501727,"ΙΩΑΝΝΙΝΩΝ ΚΑΙ ΚΑΚΤΟΥ 28, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,11ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501661,"ΠΕΤΡΟΥΠΟΛΕΩΣ ΚΑΙ ΑΕΤΟΜΗΛΙΤΣΗΣ, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,12ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501147,"ΦΙΛΙΚΩΝ 37, ΤΚ 12131",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,13ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501652,"ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ ΚΑΙ ΦΕΡΡΩΝ 125, ΤΚ 12135",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,14ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501148,"ΚΥΠΡΟΥ ΚΑΙ ΦΩΛΟΠΟΥΛΟΥ, ΤΚ 12133",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,15ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ - ΚΩΣΤΗΣ ΠΑΛΑΜΑΣ,501149,"ΚΑΖΑΝΤΖΑΚΗ 4, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,16ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501151,"ΑΡΧΙΜΗΔΟΥΣ ΚΑΙ ΑΝΑΞΙΜΑΝΔΡΟΥ, ΤΚ 12134",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,17ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501152,"Κηπουπόλεως & Μουσών, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,501452,"ΑΝΕΞΑΡΤΗΣΙΑΣ 42 ΚΑΙ ΚΕΡΚΥΡΑΣ, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,501590,"ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ & ΝΙΚ. ΠΛΑΣΤΗΡΑ,, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,501440,"ΜΟΣΧΟΝΗΣΙΩΝ 23, ΤΚ 12242",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501530,"ΚΑΛΧΟΥ 58 (http://1gym-iliou.att.sch.gr/), ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΚΑΜΑΤΕΡΟΥ,501602,"ΕΛΛΗΣ ΚΑΙ ΑΘ. ΔΙΑΚΟΥ, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501640,"ΠΕΛΑΣΓΙΑΣ ΚΑΙ ΠΑΠΑΔΙΑΜΑΝΤΗ, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,501532,"ΑΝ.ΡΩΜΥΛΙΑΣ-ΘΕΣΣΑΛΙΑΣ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,1ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ,501560,"ΑΝΕΞΑΡΤΗΣΙΑΣ 17, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,501457,"ΔΙΟΜ.ΚΟΜΝΗΝΟΥ ΚΑΙ ΡΑΙΔΕΣΤΟΥ, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,501601,"ΜΑΝΙΑΚΙΟΥ ΚΑΙ ΑΝΔΡΟΥΤΣΟΥ 4, ΤΚ 13562",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,501441,"ΜΥΚΗΝΩΝ ΚΑΙ ΚΟΡΙΝΘΟΥ, ΤΚ 12243",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΚΑΜΑΤΕΡΟΥ,501605,"ΔΕΝΔΡΟΧΩΡΙΟΥ ΚΑΙ ΠΕΡΓΑΜΟΥ, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501641,"ΧΑΛΚΙΔΟΣ ΚΑΙ ΟΔΥΣΣΕΩΣ, ΤΚ 12133",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,501536,"ΕΛΑΙΩΝ ΚΑΙ ΚΡΩΠΙΑΣ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,2ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ,501561,"ΕΠΑΥΛΕΩΣ ΚΑΙ ΑΝΑΓΕΝΝΗΣΕΩΣ 25, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ - ΑΝΤΩΝΗΣ ΣΑΜΑΡΑΚΗΣ,501453,"ΡΑΙΔΕΣΤΟΥ 2, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,501600,"ΠΙΝΔΟΥ ΔΑΒΑΚΗ 18, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,501450,"ΚΥΠΡΟΥ 1, ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ - ΤΕΜΠΟΝΕΡΑ,501529,"ΠΗΝΕΛΟΠΗΣ 64, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΚΑΜΑΤΕΡΟΥ,501606,"ΕΡΜΙΟΝΗΣ 4, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501140,"ΚΥΠΡΟΥ - ΨΑΡΡΩΝ 28, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,501538,"ΡΗΓΑ ΦΕΡΡΑΙΟΥ 47 ΚΑΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,3ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ,501567,"ΠΕΛΟΠΟΝΝΗΣΟΥ ΚΑΙ ΙΕΡΑ ΟΔΟΣ 328, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
